No.,Date,Sub Genre,CollectionName,No.,SongDate,Artist Name,Song Name,Sub Genre 1,Sub Genre 2,YouTube URL,Memo,Tagline,Bot Name,,,,,,,,
57,2016-12-05,EDM,DROP LOVERS,340,2016-12-06,R3hab,Samurai,EDM,,https://www.youtube.com/watch?v=zSguPHYRi9M,Good,IN A TRANCE WHILE ON A TALL CLIFF,DancingDoug,,,,,,,,
57,2016-12-05,EDM,DROP LOVERS,341,2016-12-07,Martin Garrix,Animals,House,,https://www.youtube.com/watch?v=gCYcHz2k5x0&list=PLeAgOpzssBfTaQ27FRjsGKJOacKAbDxvf,Good,RUN WITH THE PACK,DancingDoug,,,,,,,,
57,2016-12-05,EDM,DROP LOVERS,342,2016-12-07,Dimitri Vegas,Tremor,EDM,,https://www.youtube.com/watch?v=9vMh9f41pqE&index=9&list=PLeAgOpzssBfTaQ27FRjsGKJOacKAbDxvf,Good,THIS HITS LIKE A HAMMER,DancingDoug,,,,,,,,
57,2016-12-05,EDM,DROP LOVERS,343,2016-12-07,DVBBS,Tsunami,EDM,,https://www.youtube.com/watch?v=I41CX0RdmPQ&list=PLeAgOpzssBfTaQ27FRjsGKJOacKAbDxvf&index=3,Good,KEEPS YOU JUMPING,DancingDoug,,,,,,,,
58,2016-12-06,EDM,SINISTER FUN,344,2016-12-05,Thomas Gold,Beast,EDM,,https://www.youtube.com/watch?v=glThsEZuD2Y,Good,GIDDY AT THE EDGE,TyrellPolo,,,,,,,,
58,2016-12-06,EDM,SINISTER FUN,345,2016-12-05,Nicki Minaj,Hey Mama,Reggae Fusion,,https://www.youtube.com/watch?v=uO59tfQ2TbA,Good,BURNING MAN REVELATION,TyrellPolo,,,,,,,,
58,2016-12-06,EDM,SINISTER FUN,346,2016-12-05,R3hab,How We Party,EDM,,https://www.youtube.com/watch?v=TL1ByAIf8Ck,Good,SUCH AN INTENSE FEELING,TyrellPolo,,,,,,,,
58,2016-12-06,EDM,SINISTER FUN,347,2016-12-05,Tove Lo,Habits,Synth Pop,,https://www.youtube.com/watch?v=SYM-RJwSGQ8,Good,STAY HIGHER,TyrellPolo,,,,,,,,
58,2016-12-06,EDM,SINISTER FUN,348,2016-12-07,Tiesto,In the Dark,Trance,,https://www.youtube.com/watch?v=6Qlz_Y4R4ok&list=PLB5193E4E04F6A107&index=14,Good,FIND EACHOTHER,TyrellPolo,,,,,,,,
58,2016-12-06,EDM,SINISTER FUN,349,2016-12-07,Nicky Romero,I Could Be the One,House,,https://www.youtube.com/watch?v=bek1y2uiQGA,Good,TRAINWRECK DERAILING,TyrellPolo,,,,,,,,
59,2016-12-07,EDM,EPIC FEELINGS,350,2016-12-05,Borgeous,Break the House,EDM,,https://www.youtube.com/watch?v=UTHMyckcMxo,Good,IT'S THEIR HOUSE TO BREAK,TyrellPolo,,,,,,,,
59,2016-12-07,EDM,EPIC FEELINGS,351,2016-12-05,Quintino,Go Hard,EDM,,https://www.youtube.com/watch?v=-fxMThzEqlg,Good,EUPHORIA IS HARD AND SWEET,TyrellPolo,,,,,,,,
59,2016-12-07,EDM,EPIC FEELINGS,352,2016-12-06,Avicii,Wake Me Up,EDM,,https://www.youtube.com/watch?v=IcrbM1l_BoI&list=PLK6EdlauAnBpJmGIUOWWemUMqmM1rIo8N,Good,WISER AND OLDER,TyrellPolo,,,,,,,,
59,2016-12-07,EDM,EPIC FEELINGS,353,2016-12-06,Funkerman,Show Me,EDM,,https://www.youtube.com/watch?v=J17gbrBAHB0,Good,FUNKY BEGINNINGS INTO NIGHT,TyrellPolo,,,,,,,,
59,2016-12-07,EDM,EPIC FEELINGS,354,2016-12-06,Bastille,Pompeii,Dance Rock,,https://www.youtube.com/watch?v=F90Cw4l-8NY,Good,LIGHT AT THE END OF THE TUNNEL,TyrellPolo,,,,,,,,
59,2016-12-07,EDM,EPIC FEELINGS,355,2016-12-06,Swedish House Mafia,Don't You Worry Child,House,,https://www.youtube.com/watch?v=1y6smkh6c-0&index=5&list=PLK6EdlauAnBpJmGIUOWWemUMqmM1rIo8N,Good,BOTTOMLESS JOY IN THE END,TyrellPolo,,,,,,,,
60,2016-12-05,EDM,GO HARD OR GO HOME,356,2016-12-07,EVA SHAW,Space Jungle,EDM,,https://www.youtube.com/watch?v=06VLVtmU_KA,Good,EVERYTHING CAN GLOW,DancingQueen,,,,,,,,
60,2016-12-05,EDM,GO HARD OR GO HOME,357,2016-12-07,Luke Bond,On Fire,Trance,,https://www.youtube.com/watch?v=pNM7bjb9JYw&index=33&list=PLB5193E4E04F6A107,Good,OVERCOME YOUR OBSTACLES,DancingQueen,,,,,,,,
60,2016-12-05,EDM,GO HARD OR GO HOME,358,2016-12-06,Willow Smith,Fireball,Synth Pop,,https://www.youtube.com/watch?v=g7AQ7No84Uc,Good,LITTLE GIRL WITH A BOOMBASTIC BEAT,DancingQueen,,,,,,,,
60,2016-12-05,EDM,GO HARD OR GO HOME,359,2016-12-06,DEV,Bass Down Low,EDM,,https://www.youtube.com/watch?v=OOAMfUJ3tsc,Good,"BEATS FAST, BASS LOW",DancingQueen,,,,,,,,
60,2016-12-05,EDM,GO HARD OR GO HOME,360,2016-12-07,Dimitri Vegas,G.I.S.P.Y.,EDM,,https://www.youtube.com/watch?v=UEvcQkYE_r0&list=PLeAgOpzssBfTaQ27FRjsGKJOacKAbDxvf&index=6,Good,ARABESQUE,DancingQueen,,,,,,,,
60,2016-12-05,EDM,GO HARD OR GO HOME,361,2016-12-07,Yellow Claw,KROKOBIL,EDM,,https://www.youtube.com/watch?v=vqlhaZZC2XA,Good,GO BANANAS,DancingQueen,,,,,,,,
61,2016-12-06,EDM,SECRET BLEND,362,2016-12-05,David Guetta,Lovers on the Sun,EDM,,https://www.youtube.com/watch?v=BPiW0tkWfeg,Good,WESTERN LOVERS,DancingQueen,,,,,,,,
61,2016-12-06,EDM,SECRET BLEND,363,2016-12-05,Nicky Romero,Toulouse,EDM,,https://www.youtube.com/watch?v=KrVC5dm5fFc,Good,ANONYMOUS DANCERS,DancingQueen,,,,,,,,
61,2016-12-06,EDM,SECRET BLEND,364,2016-12-05,OMI,Cheerleader,Reggae Fusion,,https://www.youtube.com/watch?v=jGflUbPQfW8,Good,SUPPORT EACHOTHER'S GROOVE,DancingQueen,,,,,,,,
61,2016-12-06,EDM,SECRET BLEND,365,2016-12-05,JUSTIN BIEBER,Where Are U Now,Reggae Fusion,,https://www.youtube.com/watch?v=nntGTK2Fhb0,Good,HE'S ALL MIXED UP ,DancingQueen,,,,,,,,
61,2016-12-06,EDM,SECRET BLEND,366,2016-12-07,Martin Solveig,Do it Right,House,,https://www.youtube.com/watch?v=wQRV5omnBBU,Good,NOTHING WRONG WITH THIS ,DancingQueen,,,,,,,,
61,2016-12-06,EDM,SECRET BLEND,367,2016-12-07,Kelly Rowland,Commander,House,,https://www.youtube.com/watch?v=dwfKZ-1jyiw,Good,DO AS HER VOICE COMMANDS,DancingQueen,,,,,,,,
62,2016-12-07,EDM,RAWNESS EXPOSED,368,2016-12-05,David Guetta,Bad,EDM,,https://www.youtube.com/watch?v=oC-GflRB0y4,Good,ATTACK OF THE ZOMBIFIED SOUND,ArtBarista,,,,,,,,
62,2016-12-07,EDM,RAWNESS EXPOSED,369,2016-12-05,Firebeatz,No Heroes,EDM,,https://www.youtube.com/watch?v=dYa6KLLrWoU,Good,"AFTER A LONG DAY, DO WHAT YOU DO",ArtBarista,,,,,,,,
62,2016-12-07,EDM,RAWNESS EXPOSED,370,2016-12-06,Firebeatz,Switch,EDM,,https://www.youtube.com/watch?v=jLD79DYr8go,Good,BOXING BACK ALL YOUR DEMONS,ArtBarista,,,,,,,,
62,2016-12-07,EDM,RAWNESS EXPOSED,371,2016-12-06,Afrojack,Turn Up the Speakers,EDM,,https://www.youtube.com/watch?v=dzHdo4yxidc,Good,SEETHING SEPIA,ArtBarista,,,,,,,,
62,2016-12-07,EDM,RAWNESS EXPOSED,372,2016-12-06,Ummet Ozcan,SupeWave,EDM,,https://www.youtube.com/watch?v=3SBMpYYyR7E,Good,GRIT YOUR TEETH,ArtBarista,,,,,,,,
62,2016-12-07,EDM,RAWNESS EXPOSED,373,2016-12-06,The Partysquad,Pum Pum,EDM,,https://www.youtube.com/watch?v=Z70A2Ii69Jk,Good,CAN'T STOP JERKING AROUND,ArtBarista,,,,,,,,
63,2016-12-05,EDM,RAVE ABOUT IT,374,2016-12-07,Firebeatz,Bazooka,EDM,,https://www.youtube.com/watch?v=3y2GrfDzXeM,Good,A MIAMI RAVE NEVER STOPS,ArtBarista,,,,,,,,
63,2016-12-05,EDM,RAVE ABOUT IT,375,2016-12-07,Bob Sinclair,Rock the Boat,EDM,,https://www.youtube.com/watch?v=tvH_2O-nBoU,Good,BRING ,ArtBarista,,,,,,,,
63,2016-12-05,EDM,RAVE ABOUT IT,376,2016-12-06,Lumidee,Dance Original 2014 Mix,EDM,,https://www.youtube.com/watch?v=UsLIFd-DhVo,Good,GO GO GIRLS GOIN CRAZY,ArtBarista,,,,,,,,
63,2016-12-05,EDM,RAVE ABOUT IT,377,2016-12-06,EDX,This is Your Life,EDM,,https://www.youtube.com/watch?v=LdScbH4JD-M,Good,LOVE AND LIBATIONS,ArtBarista,,,,,,,,
63,2016-12-05,EDM,RAVE ABOUT IT,378,2016-12-07,The Chainsmokers,#SELFIE,EDM,,https://www.youtube.com/watch?v=kdemFfbS5H0,Good,THE MUSIC GOES TO YOUR HEAD,ArtBarista,,,,,,,,
63,2016-12-05,EDM,RAVE ABOUT IT,379,2016-12-07,Borgeous,Big Bang,EDM,,https://www.youtube.com/watch?v=QEDe9Yu_EMo,Good,HERE COMES THE BANG,ArtBarista,,,,,,,,
64,2016-12-06,EDM,JUMPING JACK,380,2016-12-05,AronChupa,I'm an Albatroz,EDM,,https://www.youtube.com/watch?v=Bznxx12Ptl0,Good,JUMPING HARD,LizzyDV,,,,,,,,
64,2016-12-06,EDM,JUMPING JACK,381,2016-12-05,September,Cry For You,House,,https://www.youtube.com/watch?v=5Uc9vAF5A7U,Good,BEAUTIFUL CREATION,LizzyDV,,,,,,,,
64,2016-12-06,EDM,JUMPING JACK,382,2016-12-05,Tony Junior,Jump Around,EDM,,https://www.youtube.com/watch?v=XCqPLy-cnDs,Good,JUNGLE GYM,LizzyDV,,,,,,,,
64,2016-12-06,EDM,JUMPING JACK,383,2016-12-05,Julian Jordan,BFAM,EDM,,https://www.youtube.com/watch?v=ATTj16c60lw,Good,TAKE OFF AND NEVER COME DOWN,LizzyDV,,,,,,,,
64,2016-12-06,EDM,JUMPING JACK,384,2016-12-07,DVBBS,Raveology,EDM,,https://www.youtube.com/watch?v=6dYx00KFA_A,Good,HOPPING MAD ,LizzyDV,,,,,,,,
64,2016-12-06,EDM,JUMPING JACK,385,2016-12-07,LMFAO,Sexy andI Know It,EDM,,https://www.youtube.com/watch?v=wyx6JDQCslE,Good,A RIDICULOUS AMOUNT OF FUN,LizzyDV,,,,,,,,
65,2016-12-07,EDM,TRIUMPHANT,386,2016-12-05,Nadia Ali,Pressure,EDM,,https://www.youtube.com/watch?v=fyqXzbSh3Ko,Good,GET LOST IN A CROWD OF PEERS,LizzyDV,,,,,,,,
65,2016-12-07,EDM,TRIUMPHANT,387,2016-12-05,Martin Garrix,Don't Look Down,House,,https://www.youtube.com/watch?v=nJSdYlAFKqA,Good,ONE DAY THEY'LL APPRECIATE YOU,LizzyDV,,,,,,,,
65,2016-12-07,EDM,TRIUMPHANT,388,2016-12-06,Mia Martina,Latin Moon,House,,https://www.youtube.com/watch?v=zrQYqhWr3GA,Good,SATURATED SEXINESS,LizzyDV,,,,,,,,
65,2016-12-07,EDM,TRIUMPHANT,389,2016-12-06,The Partysquad,Lights Out,EDM,,https://www.youtube.com/watch?v=Ld-0GZEU2Ww,Good,FIND ME WITH THE LIGHTS OUT,LizzyDV,,,,,,,,
65,2016-12-07,EDM,TRIUMPHANT,390,2016-12-06,Kid Cudi,Memories,House,Mainstream Rap,https://www.youtube.com/watch?v=NUVCQXMUVnI,Good,CRAZY SHIT AND GOOD TIMES,LizzyDV,,,,,,,,
65,2016-12-07,EDM,TRIUMPHANT,391,2016-12-06,Far East Movement,Freal Luv,EDM,,https://www.youtube.com/watch?v=BWDqy0zZAsY,Good,THE TRIUMPH OF BASS LOVE,LizzyDV,,,,,,,,
66,2016-12-07,House,DRIVE ALL NIGHT,392,2016-12-05,Gareth Emery,Concrete,House,,https://www.youtube.com/watch?v=0dFz10R529g,Good,DRIVING SO FAST THE NIGHT IS A BLUR,New_Girl,,,,,,,,
66,2016-12-07,House,DRIVE ALL NIGHT,393,2016-12-05,Supermode,Tell Me Why,House,,https://www.youtube.com/watch?v=VHcVqj1XFuY,Good,GO CART HEAVEN,New_Girl,,,,,,,,
66,2016-12-07,House,DRIVE ALL NIGHT,394,2016-12-06,Armin van Buuren,Waiting for the Night,House,,https://www.youtube.com/watch?v=SJ_tpbriGpE,Good,SOME THINGS WON'T WAIT,New_Girl,,,,,,,,
66,2016-12-07,House,DRIVE ALL NIGHT,395,2016-12-06,David Guetta,Dangerous,Synth Pop,,https://www.youtube.com/watch?v=EVr__5Addjw,Good,"GIRLS AND CARS, A WINNING FORMULA",New_Girl,,,,,,,,
66,2016-12-07,House,DRIVE ALL NIGHT,396,2016-12-06,Raven Felix,Hit the Gas,Mainstream Rap,,https://www.youtube.com/watch?v=xqlaPCSMep4,Good,DRIVING TO RE-UP,New_Girl,,,,,,,,
66,2016-12-07,House,DRIVE ALL NIGHT,397,2016-12-06,Martin Solveg,The Night Out,House,,https://www.youtube.com/watch?v=KUlv7qraZaM,Good,HIP HEAVEN,New_Girl,,,,,,,,
67,2016-12-05,House,Keep Pushin,398,2016-12-07,Ida Corr,What Goes Around Comes Around,House,,https://www.youtube.com/watch?v=d55HohHua8I,Good,FOR ME MYSELF AND I,IrisOsiris,,,,,,,,
67,2016-12-05,House,Keep Pushin,399,2016-12-07,Bob Sinclair,World Hold On,House,,https://www.youtube.com/watch?v=XpdpW0z9xnQ,Good,JOURNEY INTO IMAGINATION,IrisOsiris,,,,,,,,
67,2016-12-05,House,Keep Pushin,400,2016-12-06,Gareth Emery,Long Way Home,House,,https://www.youtube.com/watch?v=0bj4i-sW44s,Good,ROADTRIP FOR MEMORY,IrisOsiris,,,,,,,,
67,2016-12-05,House,Keep Pushin,401,2016-12-06,Calvin Harris,Thinking About You,House,,https://www.youtube.com/watch?v=_X40QpYm_mc,Good,MAKING SO MUCH SENSE,IrisOsiris,,,,,,,,
67,2016-12-05,House,Keep Pushin,402,2016-12-07,Syntheticsax,You Will Never Know,House,,https://www.youtube.com/watch?v=ZYVN5ffgHcE,Good,SMOOTH OUT YOUR WORRIES,IrisOsiris,,,,,,,,
67,2016-12-05,House,Keep Pushin,403,2016-12-07,Afro Jack,No Beef,House,,https://www.youtube.com/watch?v=ksocjhxX_DQ,Good,ON THE STRIP,IrisOsiris,,,,,,,,
68,2016-12-06,House,Planet Beat,404,2016-12-05,Aly & Fila,Perfect Love,House,,https://www.youtube.com/watch?v=fHJjLHiKuL4,Good,THE LIGHT SHINES OVER THE MEDITERRANEAN,IrisOsiris,,,,,,,,
68,2016-12-06,House,Planet Beat,405,2016-12-05,Ida Corr,Let Me Think About It,House,,https://www.youtube.com/watch?v=19WUwZYM7bM,Good,FAKE HORNS JUST AS FUNKY AS THA REAL,IrisOsiris,,,,,,,,
68,2016-12-06,House,Planet Beat,406,2016-12-05,Bob Sinclair,Love Generation,House,,https://www.youtube.com/watch?v=v0NSeysrDYw,Good,FEEL THE LOVE IN EVERYTHING,IrisOsiris,,,,,,,,
68,2016-12-06,House,Planet Beat,407,2016-12-05,Imany,You Will Never Know,House,,https://www.youtube.com/watch?v=hEjFki4e4sY,Good,DEEPLY AFFECTED BY THE ONE,IrisOsiris,,,,,,,,
68,2016-12-06,House,Planet Beat,408,2016-12-07,Armin van Buuren,J'ai Envie De Toi,Trance,,https://www.youtube.com/watch?v=0FgKQdc96k4,Good,INTERNATIONAL SUPERSTAR,IrisOsiris,,,,,,,,
68,2016-12-06,House,Planet Beat,409,2016-12-07,DJ Aristocrat,Fly High,House,,https://www.youtube.com/watch?v=KNEXG7Z0OJ8,Good,THE OFFERINGS OF THE WORLD ,IrisOsiris,,,,,,,,
69,2016-12-07,House,Making Progress,410,2016-12-05,Gareth Emery,Dynamite,House,,https://www.youtube.com/watch?v=gPGTSanBq14,Good,THE FIREWORKS HAVE EXPLODED,New_Girl,,,,,,,,
69,2016-12-07,House,Making Progress,411,2016-12-05,September,Can't Get Over,House,,https://www.youtube.com/watch?v=M-VJMeUBOFw,Good,THE MELODY BRANCHES TO THE SKIES,New_Girl,,,,,,,,
69,2016-12-07,House,Making Progress,412,2016-12-06,Phonique,Feel What You Want,House,,https://www.youtube.com/watch?v=pv6vU_olNWQ,Good,PLUNKY SYNTH MAKES YOU FEEL IT,New_Girl,,,,,,,,
69,2016-12-07,House,Making Progress,413,2016-12-06,David Deejay,So Bizarre,House,,https://www.youtube.com/watch?v=QGOCZzvphbY,Good,EUROPEAN EVERAFTER,New_Girl,,,,,,,,
69,2016-12-07,House,Making Progress,414,2016-12-06,DJ QB,Unaware,House,,https://www.youtube.com/watch?v=xYrwrGUKc8c,Good,HITS YOU IN YOUR HEART,New_Girl,,,,,,,,
69,2016-12-07,House,Making Progress,415,2016-12-06,AlexUnderbass,Privacy,House,,https://www.youtube.com/watch?v=RyD6voHMJJA,Good,SMOOTH AND DEEP,New_Girl,,,,,,,,
70,2016-12-05,House,Clubber's Delight,416,2016-12-07,Bob Sinclair,Tik Tok,House,,https://www.youtube.com/watch?v=YCql-co7Hys,Good,KALEIDOSCOPE WINE DANCE,DutchGirl16,,,,,,,,
70,2016-12-05,House,Clubber's Delight,417,2016-12-07,Nadia Ali,Rapture,House,,https://www.youtube.com/watch?v=7BgwW_WVfW4,Good,WONDERFUL FEELINGS ABOUND,DutchGirl16,,,,,,,,
70,2016-12-05,House,Clubber's Delight,418,2016-12-06,Ela Rose,I Can Feel,House,,https://www.youtube.com/watch?v=rQj-Y6635ts,Good,SECTION OF DREAMS,DutchGirl16,,,,,,,,
70,2016-12-05,House,Clubber's Delight,419,2016-12-06,Cheat Codes,SEX,House,,https://www.youtube.com/watch?v=OORoOGY8D2M,Good,GET CLOSE ON THE DANCEFLOOR,DutchGirl16,,,,,,,,
70,2016-12-05,House,Clubber's Delight,420,2016-12-07,Ummet Ozcan,Kensei,House,,https://www.youtube.com/watch?v=Xd3I-nc-rSc,Good,MONUMENTAL CLUB BANGER,DutchGirl16,,,,,,,,
70,2016-12-05,House,Clubber's Delight,421,2016-12-07,Nightcrawlers,Push the Feeling,House,,https://www.youtube.com/watch?v=B2oBE_OaAHY,Good,NO SUCH THING AS TOO MUCH FUN,DutchGirl16,,,,,,,,
71,2016-12-07,Funk/Groove,All Funked Up,422,2016-12-05,Deep Cotton,Let's Get Caught,Funk/Groove,,https://www.youtube.com/watch?v=MwIdvZpS9y4,Good,PRINCE LIVES ON ,WinkWink,,,,,,,,
71,2016-12-07,Funk/Groove,All Funked Up,423,2016-12-05,Anderson .Paak,Come Down,Funk/Groove,,https://www.youtube.com/watch?v=-OqrcUvrbRY,Good,ERNIE BARNES PAINTING COME TO LIFE,WinkWink,,,,,,,,
71,2016-12-07,Funk/Groove,All Funked Up,424,2016-12-06,The Avalanches,Because I'm Me,Classic/Regional,Funk/Groove,https://www.youtube.com/watch?v=eu0KsZ_MVBc,Good,IF SHE WON'T LOVE YOU,WinkWink,,,,,,,,
71,2016-12-07,Funk/Groove,All Funked Up,425,2016-12-06,Tinie Tempah,Girls Like,UK,Funk/Groove,https://www.youtube.com/watch?v=OEiva3cMv6k,Good,BRITISH SOPHISTABEAT,WinkWink,,,,,,,,
71,2016-12-07,Funk/Groove,All Funked Up,426,2016-12-06,Michael Kiwanuka,One More Night,Funk/Groove,,https://www.youtube.com/watch?v=1Sw2JJ5nSbM&list=PLFgquLnL59alW3xmYiWRaoz0oM3H17Lth&index=38,Good,THIS DANCE IS ALL FUNKED UP,WinkWink,,,,,,,,
71,2016-12-07,Funk/Groove,All Funked Up,427,2016-12-06,Roman GianArthur,I-69,Funk/Groove,,https://www.youtube.com/watch?v=WI0WBDUIb_Q&index=6&list=RD_vabhN-7F0Q,Good,SUCH RANGE AND SCOPE,WinkWink,,,,,,,,
72,2016-12-06,R&B/Soul,Hardest Beat Hardest Love,428,2016-12-05,Janelle Monáe,Electric Lady,Funk/Groove,R&B/Soul,https://www.youtube.com/watch?v=LPFgBCUBMYk,Good,EXPRESS IT OUT LOUD,LucidPoetry,,,,,,,,
72,2016-12-06,R&B/Soul,Hardest Beat Hardest Love,429,2016-12-05,Amerie,Why Don't We Fall in Love,R&B/Soul,,https://www.youtube.com/watch?v=sELR5SLXABI,Good,THERE'S NO QUESTION,LucidPoetry,,,,,,,,
72,2016-12-06,R&B/Soul,Hardest Beat Hardest Love,430,2016-12-07,The Roots,The Seed,Classic/Regional,,https://www.youtube.com/watch?v=ojC0mg2hJCc,Good,SONIC TRUTH,LucidPoetry,,,,,,,,
72,2016-12-06,R&B/Soul,Hardest Beat Hardest Love,431,2016-12-07,Lil Wayne,How to Love,Alternative R&B,Mainstream Rap,https://www.youtube.com/watch?v=y8Gf4-eT3w0,Good,NURTURE OR NATURE,LucidPoetry,,,,,,,,
72,2016-12-06,R&B/Soul,Hardest Beat Hardest Love,432,2016-12-05,Phantogram,Fall In Love,Synth Pop,Funk/Groove,https://www.youtube.com/watch?v=RsQjC5zVnt8,Good,A SWEET DEMAND,LucidPoetry,,,,,,,,
72,2016-12-06,R&B/Soul,Hardest Beat Hardest Love,433,2016-12-05,Santigold,Disparate Youth,Reggae Fusion,,https://www.youtube.com/watch?v=mIMMZQJ1H6E,Good,BEATS ON BEATS,LucidPoetry,,,,,,,,
73,2016-12-06,Alternative R&B,Romantic Cool,434,2016-12-05,Drake,"Hold On, We're Going Home",Alternative R&B,Mainstream Rap,https://www.youtube.com/watch?v=GxgqpCdOKak&index=14&list=PL4TrGu5rwzH8GrqIfT69XBI7ytPiPSu-f,Good,RESCUE YOUR DAMSEL,RythymQueen,,,,,,,,
73,2016-12-06,Alternative R&B,Romantic Cool,435,2016-12-05,Pharrell,Frontin,R&B/Soul,,https://www.youtube.com/watch?v=LOtkH5amC7s,Good,ADMIT YOU HAVE FEELINGS,RythymQueen,,,,,,,,
73,2016-12-06,Alternative R&B,Romantic Cool,436,2016-12-07,Lianne La Havas,Unstoppable,Alternative R&B,Blues,https://www.youtube.com/watch?v=YFic-xaLsPs,Good,ALONE AND ALRIGHT,RythymQueen,,,,,,,,
73,2016-12-06,Alternative R&B,Romantic Cool,437,2016-12-07,Alabama Shakes,Sound & Color,Alternative R&B,Blues,https://www.youtube.com/watch?v=faG8RiaANek,Good,A SONG FOR THE LAST TRIP YOU TAKE,RythymQueen,,,,,,,,
73,2016-12-06,Alternative R&B,Romantic Cool,438,2016-12-05,Res,They Say Vision,Alternative R&B,,https://www.youtube.com/watch?v=7-urYbZd-Kk,Good,THE GENRE MIXER,RythymQueen,,,,,,,,
73,2016-12-06,Alternative R&B,Romantic Cool,439,2016-12-05,Miguel,Coffee,Alternative R&B,R&B/Soul,https://www.youtube.com/watch?v=9Z55sZ2oVY4,Good,CAN YOU YOU RESIST IT,RythymQueen,,,,,,,,
74,2016-12-07,R&B/Soul,Take Control,440,2016-12-05,K. Michelle,Got Em Like,R&B/Soul,,https://www.youtube.com/watch?v=QD9lgG-EG6E,Good,MAKE THAT MONEY,LucidPoetry,,,,,,,,
74,2016-12-07,R&B/Soul,Take Control,441,2016-12-05,Bow Wow,Ain't Thinkin' 'Bout You,R&B/Soul,,https://www.youtube.com/watch?v=3Lr_RSkIlE4,Good,LEFT AT THE ALTAR,LucidPoetry,,,,,,,,
74,2016-12-07,R&B/Soul,Take Control,442,2016-12-06,Aaliyh,More Than A Woman,R&B/Soul,,https://www.youtube.com/watch?v=odIhfo3CGVc,Good,SHE COULD DO ANYTHING,LucidPoetry,,,,,,,,
74,2016-12-07,R&B/Soul,Take Control,443,2016-12-06,Beyoncé,Grown Woman,R&B/Soul,,https://www.youtube.com/watch?v=y3MjxWn5W9M,Good,NOW'S YOUR TIME,LucidPoetry,,,,,,,,
74,2016-12-07,R&B/Soul,Take Control,444,2016-12-06,Bibi Bourelly,Sally,R&B/Soul,,https://www.youtube.com/watch?v=1REwtjUc4mY,Good,COMMITED TO BEING DIFFERENT,LucidPoetry,,,,,,,,
74,2016-12-07,R&B/Soul,Take Control,445,2016-12-06,Chloe x Halle,Drop,Alternative R&B,,https://www.youtube.com/watch?v=YbRl8BLILmI,Good,TAKING OVER,LucidPoetry,,,,,,,,
75,2016-12-06,House,Refreshed,446,2016-12-05,Disclosure,Hourglass,House,,https://www.youtube.com/watch?v=m2z8Caoww44,Good,A FAR AWAY GROOVE BEKONS YOU NEAR,NeonMirage,,,,,,,,
75,2016-12-06,House,Refreshed,447,2016-12-05,Blonde,All Cried Out,House,,https://www.youtube.com/watch?v=xU9PpGecFuM,Good,DRIVE AND DON'T LOOK BACK,NeonMirage,,,,,,,,
75,2016-12-06,House,Refreshed,448,2016-12-05,Alex Adair,Make Me Feel Better,House,,https://www.youtube.com/watch?v=626fsEM1Cts,Good,PUBLIC WORKS OF ART,NeonMirage,,,,,,,,
75,2016-12-06,House,Refreshed,449,2016-12-05,Shift K3Y,I Know,House,,https://www.youtube.com/watch?v=h-nnAeByB1A,Good,WALK THE WORLD,NeonMirage,,,,,,,,
75,2016-12-06,House,Refreshed,450,2016-12-07,Waze & Odyssey,Bump & Grind,House,,https://www.youtube.com/watch?v=s97Mb1TZqbU,Good,DANCE HOW YOU WANT TO,NeonMirage,,,,,,,,
75,2016-12-06,House,Refreshed,451,2016-12-07,Blonde,I Loved You,House,,https://www.youtube.com/watch?v=hqQY9UkGC_A,Good,BREAK UP VENGENCE,NeonMirage,,,,,,,,
76,2016-12-05,Blues,Sultry Dream,452,2016-12-07,Lianne La Havas,Elusive,Blues,Alternative R&B,https://www.youtube.com/watch?v=MVS3crqBzSA,Good,LEFT BREATHLESS,JustZach,,,,,,,,
76,2016-12-05,Blues,Sultry Dream,453,2016-12-07,James Davis,Co-Pilot,Alternative R&B,,https://www.youtube.com/watch?v=lRbf-sHm3-o,Good,GET HIGH WITH ME,JustZach,,,,,,,,
76,2016-12-05,Blues,Sultry Dream,454,2016-12-07,Floetry,Say Yes,Blues,R&B/Soul,https://www.youtube.com/watch?v=PCCGIXME164,Good,SUBWAY FLOW,JustZach,,,,,,,,
76,2016-12-05,Blues,Sultry Dream,455,2016-12-07,St. Beauty,Going Nowhere,Alternative R&B,R&B/Soul,https://www.youtube.com/watch?v=yMHjJFCO4PM,Good,ROAD TRIP TO NOWHERE,JustZach,,,,,,,,
76,2016-12-05,Blues,Sultry Dream,456,2016-12-06,Leon Bridges,River,Blues,,https://www.youtube.com/watch?v=0Hegd4xNfRo,Good,THE BLACK EXPERIENCE,JustZach,,,,,,,,
76,2016-12-05,Blues,Sultry Dream,457,2016-12-06,SOLANGE,CRANES IN THE SKY,Blues,R&B/Soul,https://www.youtube.com/watch?v=S0qrinhNnOM,Good,SOULMATE TO THIS SOUND,JustZach,,,,,,,,
77,2016-12-07,Alternative R&B,Snap Your Fingers,458,2016-12-05,Jeremih,Down On Me,Alternative R&B,,https://www.youtube.com/watch?v=AaXaig_43lU,Good,HAVE ANYTHING YOU WANT,RythymQueen,,,,,,,,
77,2016-12-07,Alternative R&B,Snap Your Fingers,459,2016-12-05,LION BABE,Treat Me Like Fire,Alternative R&B,,https://www.youtube.com/watch?v=x-VET23C-9A,Good,LOST IN HER HAIR,RythymQueen,,,,,,,,
